"library_id" "total_spots" "total_bases" "taxonomy_id" "ScientificName"
"SRR21358616" 1578866 236829900 1869227 "bacterium"
"SRR21361418" 678 203400 1869227 "bacterium"
"SRR21359581" 1433962 215094300 1869227 "bacterium"
"SRR21362651" 1377507 413252100 1869227 "bacterium"
"SRR21359781" 1690556 253583400 1869227 "bacterium"
"SRR21362009" 658578 197573400 1869227 "bacterium"
"SRR21359017" 1770758 265613700 1869227 "bacterium"
"SRR21363130" 737158 221147400 1869227 "bacterium"
"SRR21360898" 681125 204337500 1869227 "bacterium"
"SRR21358792" 836984 125547600 1869227 "bacterium"
"SRR21361811" 758977 227693100 1869227 "bacterium"
"SRR7527348" 960811 280252563 1869227 "bacterium"
"SRR21360871" 188324 28248600 1869227 "bacterium"
"SRR12182830" 323353 95317357 1869227 "bacterium"
"SRR21359323" 878786 131817900 1869227 "bacterium"
"SRR21361027" 421280 126384000 1869227 "bacterium"
"SRR21358800" 202986 30447900 1869227 "bacterium"
"SRR21361578" 418308 125492400 1869227 "bacterium"
"SRR21361080" 698633 209589900 1869227 "bacterium"
"SRR21362871" 412698 123809400 1869227 "bacterium"
"SRR21358545" 2375474 356321100 1869227 "bacterium"
"SRR21363001" 545403 163620900 1869227 "bacterium"
"SRR21361110" 1632610 489783000 1869227 "bacterium"
"SRR21360913" 175844 26376600 1869227 "bacterium"
"SRR21359379" 365243 109572900 1869227 "bacterium"
"SRR21358365" 2057330 308599500 1869227 "bacterium"
"SRR21360080" 19499 5849700 1869227 "bacterium"
"SRR21362945" 921977 276593100 1869227 "bacterium"
"SRR21358658" 347560 52134000 1869227 "bacterium"
"SRR21362141" 1492721 447816300 1869227 "bacterium"
"SRR21360891" 284994 42749100 1869227 "bacterium"
"SRR21358455" 1259002 188850300 1869227 "bacterium"
"SRR21362704" 604793 181437900 1869227 "bacterium"
"SRR21361664" 570619 171185700 1869227 "bacterium"
"SRR21358995" 76636 11495400 1869227 "bacterium"
"SRR21359308" 5931272 889690800 1869227 "bacterium"
"SRR21359257" 1315182 197277300 1869227 "bacterium"
"SRR21359247" 435866 65379900 1869227 "bacterium"
"SRR21358630" 460426 69063900 1869227 "bacterium"
"SRR21358696" 363236 54485400 1869227 "bacterium"
"SRR21361086" 1192744 357823200 1869227 "bacterium"
"SRR21358765" 238 35700 1869227 "bacterium"
"SRR21361957" 309056 92716800 1869227 "bacterium"
"SRR21361019" 546994 164098200 1869227 "bacterium"
"SRR21361209" 694076 208222800 1869227 "bacterium"
"SRR21361657" 132 39600 1869227 "bacterium"
"SRR21358264" 740678 111101700 1869227 "bacterium"
"SRR21362601" 517360 155208000 1869227 "bacterium"
"SRR21360357" 683136 102470400 1869227 "bacterium"
"SRR21359403" 1328812 199321800 1869227 "bacterium"
"SRR21359209" 917068 137560200 1869227 "bacterium"
"SRR21358275" 2685428 402814200 1869227 "bacterium"
"SRR21358274" 1788588 268288200 1869227 "bacterium"
"SRR21359125" 1351818 202772700 1869227 "bacterium"
"SRR21358813" 752326 112848900 1869227 "bacterium"
"SRR21361148" 137318 41195400 1869227 "bacterium"
"SRR21359147" 1887202 283080300 1869227 "bacterium"
"SRR21361856" 271584 81475200 1869227 "bacterium"
"SRR21358651" 1688130 253219500 1869227 "bacterium"
"SRR21360276" 204 30600 1869227 "bacterium"
"SRR21358324" 802992 120448800 1869227 "bacterium"
"SRR21362664" 1208616 362584800 1869227 "bacterium"
"SRR21362258" 1643514 493054200 1869227 "bacterium"
"SRR21361965" 1548911 464673300 1869227 "bacterium"
"SRR21359190" 582956 87443400 1869227 "bacterium"
"SRR21362821" 871136 261340800 1869227 "bacterium"
"SRR7527460" 137590 40561738 1869227 "bacterium"
"SRR21358945" 1716486 257472900 1869227 "bacterium"
"SRR21362060" 257241 77172300 1869227 "bacterium"
"SRR21358759" 1422882 213432300 1869227 "bacterium"
"SRR21360481" 1440960 216144000 1869227 "bacterium"
"SRR21358233" 882356 132353400 1869227 "bacterium"
"SRR21359952" 334078 100223400 1869227 "bacterium"
"SRR21362625" 503753 151125900 1869227 "bacterium"
"SRR21362028" 320103 96030900 1869227 "bacterium"
"SRR21361639" 14301 4290300 1869227 "bacterium"
"SRR21358613" 3397688 509653200 1869227 "bacterium"
"SRR21362536" 473682 142104600 1869227 "bacterium"
"SRR21358551" 1185402 177810300 1869227 "bacterium"
"SRR21361690" 190008 28501200 1869227 "bacterium"
"SRR21359978" 2544100 381615000 1869227 "bacterium"
"SRR21362576" 629518 188855400 1869227 "bacterium"
"SRR21362180" 461808 138542400 1869227 "bacterium"
"SRR21358725" 1448794 217319100 1869227 "bacterium"
"SRR21358718" 1282678 192401700 1869227 "bacterium"
"SRR21359269" 2067222 310083300 1869227 "bacterium"
"SRR21361313" 2386486 715945800 1869227 "bacterium"
"SRR21361293" 268530 80559000 1869227 "bacterium"
"SRR21360793" 370478 55571700 1869227 "bacterium"
"SRR21359535" 719474 107921100 1869227 "bacterium"
"SRR21360335" 732398 109859700 1869227 "bacterium"
"SRR21360779" 408126 61218900 1869227 "bacterium"
"SRR21363060" 196 58800 1869227 "bacterium"
"SRR21358529" 714690 107203500 1869227 "bacterium"
"SRR21360065" 1817322 272598300 1869227 "bacterium"
"SRR21362513" 426829 128048700 1869227 "bacterium"
"SRR7527291" 462127 135842804 1869227 "bacterium"
"SRR21362595" 315964 94789200 1869227 "bacterium"
"SRR21362430" 454577 136373100 1869227 "bacterium"
"SRR21359291" 3116022 467403300 1869227 "bacterium"
"SRR21361674" 1184940 355482000 1869227 "bacterium"
"SRR21359580" 795172 119275800 1869227 "bacterium"
"SRR21362522" 1606366 481909800 1869227 "bacterium"
"SRR21361808" 466275 139882500 1869227 "bacterium"
"SRR21359498" 2163190 324478500 1869227 "bacterium"
"SRR21358791" 1203322 180498300 1869227 "bacterium"
"SRR21361419" 348839 104651700 1869227 "bacterium"
"SRR21361145" 2965 889500 1869227 "bacterium"
"SRR21358257" 1056260 158439000 1869227 "bacterium"
"SRR21359616" 1752160 262824000 1869227 "bacterium"
"SRR21360519" 587126 88068900 1869227 "bacterium"
"SRR21362800" 472400 141720000 1869227 "bacterium"
"SRR21358480" 1226928 184039200 1869227 "bacterium"
"SRR21358930" 1240268 186040200 1869227 "bacterium"
"SRR21360073" 375436 56315400 1869227 "bacterium"
"SRR21358113" 1063584 159537600 1869227 "bacterium"
"SRR21360425" 857900 128685000 1869227 "bacterium"
"SRR21358106" 1560318 234047700 1869227 "bacterium"
"SRR21362696" 726940 218082000 1869227 "bacterium"
"SRR21361750" 190281 57084300 1869227 "bacterium"
"SRR21359474" 527426 79113900 1869227 "bacterium"
"SRR21361118" 16581 4974300 1869227 "bacterium"
"SRR21358631" 434200 65130000 1869227 "bacterium"
"SRR21359391" 1383630 207544500 1869227 "bacterium"
"SRR21361729" 273854 82156200 1869227 "bacterium"
"SRR21358819" 976012 146401800 1869227 "bacterium"
"SRR21358769" 2401308 360196200 1869227 "bacterium"
"SRR21362789" 486675 146002500 1869227 "bacterium"
"SRR21363011" 1063767 319130100 1869227 "bacterium"
"SRR21361762" 591887 177566100 1869227 "bacterium"
"SRR21361714" 265560 79668000 1869227 "bacterium"
"SRR21358679" 1447576 217136400 1869227 "bacterium"
"SRR21359839" 4116194 617429100 1869227 "bacterium"
"SRR21358812" 2399564 359934600 1869227 "bacterium"
"SRR21361973" 130 39000 1869227 "bacterium"
"SRR21362017" 190 57000 1869227 "bacterium"
"SRR7527185" 15705 4620276 1869227 "bacterium"
"SRR21362635" 580979 174293700 1869227 "bacterium"
"SRR21359213" 1351520 202728000 1869227 "bacterium"
"SRR21358504" 1273440 191016000 1869227 "bacterium"
"SRR21358782" 1526102 228915300 1869227 "bacterium"
"SRR21363112" 1250178 375053400 1869227 "bacterium"
"SRR21363097" 547737 164321100 1869227 "bacterium"
"SRR21362925" 1522013 456603900 1869227 "bacterium"
"SRR21358167" 551560 82734000 1869227 "bacterium"
"SRR21362558" 256 76800 1869227 "bacterium"
"SRR21358350" 2563454 384518100 1869227 "bacterium"
"SRR21359278" 1184472 177670800 1869227 "bacterium"
"SRR21358457" 2132330 319849500 1869227 "bacterium"
"SRR21359307" 944564 141684600 1869227 "bacterium"
"SRR21361483" 575493 172647900 1869227 "bacterium"
"SRR21361232" 2468230 740469000 1869227 "bacterium"
"SRR21362646" 14109 4232700 1869227 "bacterium"
"SRR21361450" 629096 188728800 1869227 "bacterium"
"SRR21359450" 198 29700 1869227 "bacterium"
"SRR21362501" 581879 174563700 1869227 "bacterium"
"SRR21358993" 79542 11931300 1869227 "bacterium"
"SRR21358359" 1890160 283524000 1869227 "bacterium"
"SRR21360804" 4028017 1208405100 1869227 "bacterium"
"SRR21361602" 148446 44533800 1869227 "bacterium"
"SRR21362479" 434377 130313100 1869227 "bacterium"
"SRR21358589" 1893322 283998300 1869227 "bacterium"
"SRR21361760" 35730 10719000 1869227 "bacterium"
"SRR21358363" 770074 115511100 1869227 "bacterium"
"SRR21358871" 583068 87460200 1869227 "bacterium"
"SRR21358928" 843758 126563700 1869227 "bacterium"
"SRR12182978" 309167 90994946 1869227 "bacterium"
"SRR21361228" 31558 9467400 1869227 "bacterium"
"SRR21360979" 282588 84776400 1869227 "bacterium"
"SRR21358951" 1036470 155470500 1869227 "bacterium"
"SRR21360412" 1755350 263302500 1869227 "bacterium"
"SRR21359630" 795638 119345700 1869227 "bacterium"
"SRR21358627" 228 34200 1869227 "bacterium"
"SRR21363038" 1180428 354128400 1869227 "bacterium"
"SRR21360199" 497774 74666100 1869227 "bacterium"
"SRR21358588" 5423464 813519600 1869227 "bacterium"
"SRR21362795" 679213 203763900 1869227 "bacterium"
"SRR21360215" 549990 82498500 1869227 "bacterium"
"SRR21358724" 1939712 290956800 1869227 "bacterium"
"SRR21360316" 244968 36745200 1869227 "bacterium"
"SRR7527577" 455747 132483430 1869227 "bacterium"
"SRR21361889" 789209 236762700 1869227 "bacterium"
"SRR21359014" 2745848 411877200 1869227 "bacterium"
"SRR21362714" 851009 255302700 1869227 "bacterium"
"SRR21359414" 795594 119339100 1869227 "bacterium"
"SRR21361257" 341545 102463500 1869227 "bacterium"
"SRR21362766" 1008426 302527800 1869227 "bacterium"
"SRR21359998" 3437162 515574300 1869227 "bacterium"
"SRR21361088" 295120 88536000 1869227 "bacterium"
"SRR21360415" 1524532 228679800 1869227 "bacterium"
"SRR21359925" 462984 69447600 1869227 "bacterium"
"SRR21361182" 350131 105039300 1869227 "bacterium"
"SRR21360198" 1216170 182425500 1869227 "bacterium"
"SRR21361759" 280298 84089400 1869227 "bacterium"
"SRR21359025" 2263536 339530400 1869227 "bacterium"
"SRR21362005" 950459 285137700 1869227 "bacterium"
"SRR21363046" 677411 203223300 1869227 "bacterium"
"SRR21361141" 209113 62733900 1869227 "bacterium"
"SRR21360866" 1893632 284044800 1869227 "bacterium"
"SRR21361468" 1129510 338853000 1869227 "bacterium"
"SRR21358483" 432920 64938000 1869227 "bacterium"
"SRR21361381" 1121087 336326100 1869227 "bacterium"
"SRR21360951" 268570 40285500 1869227 "bacterium"
"SRR21360296" 454124 68118600 1869227 "bacterium"
"SRR21362134" 147 44100 1869227 "bacterium"
"SRR21358681" 320 48000 1869227 "bacterium"
"SRR21362048" 423159 126947700 1869227 "bacterium"
"SRR21361530" 794336 238300800 1869227 "bacterium"
"SRR21359613" 1317818 197672700 1869227 "bacterium"
"SRR21361974" 150294 45088200 1869227 "bacterium"
"SRR21358933" 1912668 286900200 1869227 "bacterium"
"SRR21358100" 720818 108122700 1869227 "bacterium"
"SRR21358596" 1746064 261909600 1869227 "bacterium"
"SRR21359819" 1661156 249173400 1869227 "bacterium"
"SRR21363009" 816814 245044200 1869227 "bacterium"
"SRR21359480" 408662 61299300 1869227 "bacterium"
"SRR21359854" 1087668 163150200 1869227 "bacterium"
"SRR21362875" 671087 201326100 1869227 "bacterium"
"SRR21361743" 485618 145685400 1869227 "bacterium"
"SRR21359351" 1127180 169077000 1869227 "bacterium"
"SRR21362661" 574370 172311000 1869227 "bacterium"
"SRR21358962" 1336110 200416500 1869227 "bacterium"
"SRR21359420" 689574 103436100 1869227 "bacterium"
"SRR21360428" 515848 77377200 1869227 "bacterium"
"SRR21358237" 653472 98020800 1869227 "bacterium"
"SRR21359863" 743658 111548700 1869227 "bacterium"
"SRR21362090" 736679 221003700 1869227 "bacterium"
"SRR21360247" 457880 68682000 1869227 "bacterium"
"SRR21361037" 436858 131057400 1869227 "bacterium"
"SRR21360154" 466728 70009200 1869227 "bacterium"
"SRR21362859" 549394 164818200 1869227 "bacterium"
"SRR21363044" 853803 256140900 1869227 "bacterium"
"SRR21359313" 1559314 233897100 1869227 "bacterium"
"SRR7527253" 15592 4568878 1869227 "bacterium"
"SRR21362654" 761053 228315900 1869227 "bacterium"
"SRR21359000" 575384 86307600 1869227 "bacterium"
"SRR21363141" 300859 90257700 1869227 "bacterium"
"SRR21358224" 593462 89019300 1869227 "bacterium"
"SRR21359053" 425304 63795600 1869227 "bacterium"
"SRR21358549" 905896 135884400 1869227 "bacterium"
"SRR21359275" 1211826 181773900 1869227 "bacterium"
"SRR21360164" 192324 28848600 1869227 "bacterium"
"SRR21361764" 263629 79088700 1869227 "bacterium"
"SRR21361721" 804646 241393800 1869227 "bacterium"
"SRR21359095" 1878042 281706300 1869227 "bacterium"
"SRR21361122" 3794343 1138302900 1869227 "bacterium"
"SRR21361059" 1109666 332899800 1869227 "bacterium"
"SRR21360336" 2345240 351786000 1869227 "bacterium"
"SRR21359594" 707374 106106100 1869227 "bacterium"
"SRR21362655" 559439 167831700 1869227 "bacterium"
"SRR21361503" 422341 126702300 1869227 "bacterium"
"SRR21360351" 174 26100 1869227 "bacterium"
"SRR21360438" 1505042 225756300 1869227 "bacterium"
"SRR21362279" 502533 150759900 1869227 "bacterium"
"SRR21359575" 1594524 239178600 1869227 "bacterium"
"SRR21361995" 286339 85901700 1869227 "bacterium"
"SRR21362247" 1382520 414756000 1869227 "bacterium"
"SRR21362505" 403765 121129500 1869227 "bacterium"
"SRR21361338" 94743 28422900 1869227 "bacterium"
"SRR21361199" 356338 106901400 1869227 "bacterium"
"SRR21362441" 1471103 441330900 1869227 "bacterium"
"SRR21362008" 167198 50159400 1869227 "bacterium"
"SRR21358058" 2515044 377256600 1869227 "bacterium"
"SRR21360002" 283058 42458700 1869227 "bacterium"
"SRR21362499" 80530 24159000 1869227 "bacterium"
"SRR21359027" 1276300 191445000 1869227 "bacterium"
"SRR21358485" 864096 129614400 1869227 "bacterium"
"SRR21359040" 1153088 172963200 1869227 "bacterium"
"SRR21361699" 292935 87880500 1869227 "bacterium"
"SRR21361164" 1993 597900 1869227 "bacterium"
"SRR21359189" 1351036 202655400 1869227 "bacterium"
"SRR21362042" 518301 155490300 1869227 "bacterium"
"SRR21360859" 299399 89819700 1869227 "bacterium"
"SRR7527232" 860550 250420484 1869227 "bacterium"
"SRR21359230" 1029000 154350000 1869227 "bacterium"
"SRR21358259" 956692 143503800 1869227 "bacterium"
"SRR21361180" 164 49200 1869227 "bacterium"
"SRR21361048" 556410 166923000 1869227 "bacterium"
"SRR21362070" 390115 117034500 1869227 "bacterium"
"SRR21361190" 1175364 352609200 1869227 "bacterium"
"SRR21358333" 46834 7025100 1869227 "bacterium"
"SRR21359124" 1412146 211821900 1869227 "bacterium"
"SRR21360334" 873632 131044800 1869227 "bacterium"
"SRR21359231" 1163264 174489600 1869227 "bacterium"
"SRR21359859" 1072566 160884900 1869227 "bacterium"
"SRR21363016" 452400 135720000 1869227 "bacterium"
"SRR21362893" 521074 156322200 1869227 "bacterium"
"SRR21358716" 840842 126126300 1869227 "bacterium"
"SRR21362252" 185 55500 1869227 "bacterium"
"SRR21361706" 50166 15049800 1869227 "bacterium"
"SRR21359477" 1016136 152420400 1869227 "bacterium"
"SRR21359900" 383176 57476400 1869227 "bacterium"
"SRR21361918" 792080 237624000 1869227 "bacterium"
"SRR21358771" 1063926 159588900 1869227 "bacterium"
"SRR21359834" 1445232 216784800 1869227 "bacterium"
"SRR21358406" 876052 131407800 1869227 "bacterium"
"SRR21361982" 830462 249138600 1869227 "bacterium"
"SRR21358659" 670656 100598400 1869227 "bacterium"
"SRR21363064" 863449 259034700 1869227 "bacterium"
"SRR21361262" 3019716 905914800 1869227 "bacterium"
"SRR21360278" 921824 138273600 1869227 "bacterium"
"SRR21360131" 665112 99766800 1869227 "bacterium"
"SRR21358650" 2001200 300180000 1869227 "bacterium"
"SRR21360059" 365255 109576500 1869227 "bacterium"
"SRR21362620" 123160 36948000 1869227 "bacterium"
"SRR21360800" 261659 78497700 1869227 "bacterium"
"SRR21359837" 1020867 306260100 1869227 "bacterium"
"SRR21361218" 688292 206487600 1869227 "bacterium"
"SRR21361492" 134653 40395900 1869227 "bacterium"
"SRR21359945" 3041572 456235800 1869227 "bacterium"
"SRR21361463" 185483 55644900 1869227 "bacterium"
"SRR12182915" 289307 84992987 1869227 "bacterium"
"SRR21361060" 279717 83915100 1869227 "bacterium"
"SRR21359921" 2446858 367028700 1869227 "bacterium"
"SRR21362970" 611507 183452100 1869227 "bacterium"
"SRR12182820" 439159 129526791 1869227 "bacterium"
"SRR21360838" 291740 87522000 1869227 "bacterium"
"SRR21358175" 731290 109693500 1869227 "bacterium"
"SRR21360501" 1024512 153676800 1869227 "bacterium"
"SRR21363167" 624769 187430700 1869227 "bacterium"
"SRR21362218" 1565083 469524900 1869227 "bacterium"
"SRR21360491" 2010672 301600800 1869227 "bacterium"
"SRR21361142" 201981 60594300 1869227 "bacterium"
"SRR21358178" 3207118 481067700 1869227 "bacterium"
"SRR21361388" 1126517 337955100 1869227 "bacterium"
"SRR21358807" 1459240 218886000 1869227 "bacterium"
"SRR21360497" 769162 115374300 1869227 "bacterium"
"SRR21358180" 730616 109592400 1869227 "bacterium"
"SRR21360265" 1146782 172017300 1869227 "bacterium"
"SRR21361328" 292761 87828300 1869227 "bacterium"
"SRR21359981" 1866734 280010100 1869227 "bacterium"
"SRR21359369" 1012861 303858300 1869227 "bacterium"
"SRR21358753" 3640464 546069600 1869227 "bacterium"
"SRR21359100" 2412114 361817100 1869227 "bacterium"
"SRR21360427" 656070 98410500 1869227 "bacterium"
"SRR21359152" 1522056 228308400 1869227 "bacterium"
"SRR21359956" 3194646 479196900 1869227 "bacterium"
"SRR21360972" 699706 209911800 1869227 "bacterium"
"SRR21361986" 482998 144899400 1869227 "bacterium"
"SRR21361491" 55299 16589700 1869227 "bacterium"
"SRR21361595" 190847 57254100 1869227 "bacterium"
"SRR21363093" 706910 212073000 1869227 "bacterium"
"SRR21362977" 705954 211786200 1869227 "bacterium"
"SRR21362062" 9583851 2875155300 1869227 "bacterium"
"SRR21359557" 675022 101253300 1869227 "bacterium"
"SRR21358340" 2576310 386446500 1869227 "bacterium"
"SRR21361371" 691244 207373200 1869227 "bacterium"
"SRR21361696" 447877 134363100 1869227 "bacterium"
"SRR21362676" 385719 115715700 1869227 "bacterium"
"SRR21363121" 327751 98325300 1869227 "bacterium"
"SRR21362303" 50200 15060000 1869227 "bacterium"
"SRR7527379" 2417693 718523603 1869227 "bacterium"
"SRR21363032" 688992 206697600 1869227 "bacterium"
"SRR21361520" 1660257 498077100 1869227 "bacterium"
"SRR21361176" 469883 140964900 1869227 "bacterium"
"SRR21360955" 608306 182491800 1869227 "bacterium"
"SRR21358881" 473166 70974900 1869227 "bacterium"
"SRR21361910" 2688908 806672400 1869227 "bacterium"
"SRR21358227" 1651240 247686000 1869227 "bacterium"
"SRR21360825" 517012 155103600 1869227 "bacterium"
"SRR21362910" 955871 286761300 1869227 "bacterium"
"SRR21360471" 1468664 220299600 1869227 "bacterium"
"SRR21358541" 2921184 438177600 1869227 "bacterium"
"SRR21359184" 2004180 300627000 1869227 "bacterium"
"SRR21361985" 480576 144172800 1869227 "bacterium"
"SRR21362489" 760209 228062700 1869227 "bacterium"
"SRR21362150" 846029 253808700 1869227 "bacterium"
"SRR21362898" 156970 47091000 1869227 "bacterium"
"SRR21359559" 883824 132573600 1869227 "bacterium"
"SRR21362265" 612293 183687900 1869227 "bacterium"
"SRR21359204" 2402968 360445200 1869227 "bacterium"
"SRR21360000" 932308 139846200 1869227 "bacterium"
"SRR21362164" 935172 280551600 1869227 "bacterium"
"SRR21360831" 1716964 257544600 1869227 "bacterium"
"SRR21362824" 462048 138614400 1869227 "bacterium"
"SRR21358446" 709792 106468800 1869227 "bacterium"
"SRR21358957" 468904 70335600 1869227 "bacterium"
"SRR21359554" 695300 104295000 1869227 "bacterium"
"SRR21358230" 1720372 258055800 1869227 "bacterium"
"SRR21359933" 741564 111234600 1869227 "bacterium"
"SRR21359875" 1390694 208604100 1869227 "bacterium"
"SRR21360101" 34781 10434300 1869227 "bacterium"
"SRR21360083" 635886 190765800 1869227 "bacterium"
"SRR21358934" 924656 138698400 1869227 "bacterium"
"SRR21359588" 1749306 262395900 1869227 "bacterium"
"SRR21360209" 96292 14443800 1869227 "bacterium"
"SRR21360119" 1458282 218742300 1869227 "bacterium"
"SRR21362018" 481110 144333000 1869227 "bacterium"
"SRR21361939" 1311168 393350400 1869227 "bacterium"
"SRR21358790" 1167140 175071000 1869227 "bacterium"
"SRR21362264" 262003 78600900 1869227 "bacterium"
"SRR21360166" 901020 135153000 1869227 "bacterium"
"SRR12183023" 370911 109414801 1869227 "bacterium"
"SRR21361139" 291832 87549600 1869227 "bacterium"
"SRR21359193" 962948 144442200 1869227 "bacterium"
"SRR12182888" 477540 141121294 1869227 "bacterium"
"SRR21362753" 1298056 389416800 1869227 "bacterium"
"SRR21359867" 2825030 423754500 1869227 "bacterium"
"SRR21358562" 484804 72720600 1869227 "bacterium"
"SRR21359008" 1228682 184302300 1869227 "bacterium"
"SRR21362719" 366558 109967400 1869227 "bacterium"
"SRR21362645" 846274 253882200 1869227 "bacterium"
"SRR21358107" 763856 114578400 1869227 "bacterium"
"SRR21359799" 1590698 238604700 1869227 "bacterium"
"SRR21361340" 1485439 445631700 1869227 "bacterium"
"SRR21358810" 978556 146783400 1869227 "bacterium"
"SRR21361900" 114 34200 1869227 "bacterium"
"SRR21359161" 1333644 200046600 1869227 "bacterium"
"SRR21361465" 122138 36641400 1869227 "bacterium"
"SRR21358243" 271378 40706700 1869227 "bacterium"
"SRR21361172" 256603 76980900 1869227 "bacterium"
"SRR21362069" 701785 210535500 1869227 "bacterium"
"SRR21362657" 547052 164115600 1869227 "bacterium"
"SRR21360009" 932980 139947000 1869227 "bacterium"
"SRR21362924" 669629 200888700 1869227 "bacterium"
"SRR21362589" 602500 180750000 1869227 "bacterium"
"SRR21359371" 404318 121295400 1869227 "bacterium"
"SRR21359923" 660238 99035700 1869227 "bacterium"
"SRR21359148" 690122 103518300 1869227 "bacterium"
"SRR21358235" 553642 83046300 1869227 "bacterium"
"SRR21358746" 3551698 532754700 1869227 "bacterium"
"SRR21358139" 1572956 235943400 1869227 "bacterium"
"SRR21362211" 103 30900 1869227 "bacterium"
"SRR21359035" 1063230 159484500 1869227 "bacterium"
"SRR21360040" 139496 20924400 1869227 "bacterium"
"SRR21361877" 514962 154488600 1869227 "bacterium"
"SRR21361057" 437978 131393400 1869227 "bacterium"
"SRR21358465" 838470 125770500 1869227 "bacterium"
"SRR21363079" 770901 231270300 1869227 "bacterium"
"SRR21359982" 2492554 373883100 1869227 "bacterium"
"SRR21361646" 451980 135594000 1869227 "bacterium"
"SRR21359611" 1777946 266691900 1869227 "bacterium"
"SRR21362039" 393885 118165500 1869227 "bacterium"
"SRR21358893" 1173398 176009700 1869227 "bacterium"
"SRR21360359" 12757298 1913594700 1869227 "bacterium"
"SRR21361610" 5456692 818503800 1869227 "bacterium"
"SRR21361390" 648482 194544600 1869227 "bacterium"
"SRR21360872" 615754 92363100 1869227 "bacterium"
"SRR21363075" 506861 152058300 1869227 "bacterium"
"SRR21359344" 289518 86855400 1869227 "bacterium"
"SRR21358282" 1344666 201699900 1869227 "bacterium"
"SRR21362677" 579174 173752200 1869227 "bacterium"
"SRR21361609" 4599207 1379762100 1869227 "bacterium"
"SRR21358414" 870372 130555800 1869227 "bacterium"
"SRR21359287" 1598602 479580600 1869227 "bacterium"
"SRR21358713" 2183794 327569100 1869227 "bacterium"
"SRR21361807" 525398 157619400 1869227 "bacterium"
"SRR21358172" 2310404 346560600 1869227 "bacterium"
"SRR21359410" 760156 114023400 1869227 "bacterium"
"SRR21360234" 356262 53439300 1869227 "bacterium"
"SRR21361425" 7765024 2329507200 1869227 "bacterium"
"SRR21362705" 489018 146705400 1869227 "bacterium"
"SRR21362991" 82925 24877500 1869227 "bacterium"
"SRR21361783" 681730 204519000 1869227 "bacterium"
"SRR21358354" 2265064 339759600 1869227 "bacterium"
"SRR21360055" 449395 134818500 1869227 "bacterium"
"SRR21360186" 783262 117489300 1869227 "bacterium"
"SRR21362648" 221094 66328200 1869227 "bacterium"
"SRR21359350" 298904 89671200 1869227 "bacterium"
"SRR12182925" 372673 109811891 1869227 "bacterium"
"SRR21361867" 359680 107904000 1869227 "bacterium"
"SRR21361647" 652319 195695700 1869227 "bacterium"
"SRR21363017" 209 62700 1869227 "bacterium"
"SRR21358144" 1353882 203082300 1869227 "bacterium"
"SRR21362566" 569841 170952300 1869227 "bacterium"
"SRR21358256" 4550818 682622700 1869227 "bacterium"
"SRR21358238" 952626 142893900 1869227 "bacterium"
"SRR21361246" 45756 13726800 1869227 "bacterium"
"SRR21362476" 335336 100600800 1869227 "bacterium"
"SRR21359996" 1430632 214594800 1869227 "bacterium"
"SRR21360019" 347186 104155800 1869227 "bacterium"
"SRR21359144" 2067008 310051200 1869227 "bacterium"
"SRR21358194" 310 46500 1869227 "bacterium"
"SRR21358875" 840394 126059100 1869227 "bacterium"
"SRR21362194" 564788 169436400 1869227 "bacterium"
"SRR21359250" 1837526 275628900 1869227 "bacterium"
"SRR21359339" 5779000 866850000 1869227 "bacterium"
"SRR21360965" 443315 132994500 1869227 "bacterium"
"SRR21361135" 165673 49701900 1869227 "bacterium"
"SRR21361584" 228840 68652000 1869227 "bacterium"
"SRR21362962" 489041 146712300 1869227 "bacterium"
"SRR21360476" 384 57600 1869227 "bacterium"
"SRR21363104" 258880 77664000 1869227 "bacterium"
"SRR21358675" 1239686 185952900 1869227 "bacterium"
"SRR21363059" 943578 283073400 1869227 "bacterium"
"SRR21358622" 858088 128713200 1869227 "bacterium"
"SRR21359843" 546268 81940200 1869227 "bacterium"
"SRR21361431" 697426 209227800 1869227 "bacterium"
"SRR21360031" 896650 134497500 1869227 "bacterium"
"SRR21362771" 581324 174397200 1869227 "bacterium"
"SRR21361427" 128712 38613600 1869227 "bacterium"
"SRR21361255" 227707 68312100 1869227 "bacterium"
"SRR21359289" 993312 297993600 1869227 "bacterium"
"SRR21360124" 323796 48569400 1869227 "bacterium"
"SRR21362810" 899735 269920500 1869227 "bacterium"
"SRR21362539" 996351 298905300 1869227 "bacterium"
"SRR21362905" 400466 120139800 1869227 "bacterium"
"SRR21358657" 3843128 576469200 1869227 "bacterium"
"SRR21359782" 1221040 183156000 1869227 "bacterium"
"SRR21362862" 566408 169922400 1869227 "bacterium"
"SRR21362123" 740947 222284100 1869227 "bacterium"
"SRR21361588" 555808 166742400 1869227 "bacterium"
"SRR21358188" 1606246 240936900 1869227 "bacterium"
"SRR21358307" 621598 93239700 1869227 "bacterium"
"SRR21363135" 1246864 374059200 1869227 "bacterium"
"SRR21362259" 2100112 630033600 1869227 "bacterium"
"SRR21360367" 702060 105309000 1869227 "bacterium"
"SRR21361607" 417485 125245500 1869227 "bacterium"
"SRR21361541" 1018734 305620200 1869227 "bacterium"
"SRR21361169" 461754 138526200 1869227 "bacterium"
"SRR21360273" 2237850 335677500 1869227 "bacterium"
"SRR21358547" 2688278 403241700 1869227 "bacterium"
